File,Model,sMAPE,MASE,MAE,RMSE,Execution Time
Back Bay_Uber_UberXL.csv,SES,6.995615045986084,0.7368309110362811,1.1005552087082329,1.4620400787123644,0.002996683120727539
Back Bay_Uber_UberXL.csv,TBATS,6.679596256142271,0.704552417112999,1.0523429742804402,1.3936916135495998,9.156466722488403
Back Bay_Uber_UberXL.csv,ETS,6.62784884841468,0.6991640117582576,1.0442946724367355,1.3631460382182514,0.007986783981323242
Back Bay_Uber_WAV.csv,ARIMA,5.839995498607654,0.771865090405095,0.5690054561761927,0.7592504861821385,0.07598352432250977
Back Bay_Uber_WAV.csv,SES,5.8386895571356305,0.7716971916115999,0.5688816841196873,0.7633138717182811,0.0030193328857421875
Back Bay_Uber_WAV.csv,TBATS,5.838646219703264,0.7716817471284765,0.5688702987166236,0.7583381877796173,22.733779191970825
Back Bay_Uber_WAV.csv,ETS,5.891859308499578,0.7787311107494506,0.5740669663892076,0.7596412392269452,0.005000591278076172
Beacon Hill_Lyft_Lux Black XL.csv,ARIMA,4.303150812921095,0.8303597694746,1.324757939356096,1.763878991766239,0.06801009178161621
Beacon Hill_Lyft_Lux Black XL.csv,SES,4.294531932390788,0.8287251054562744,1.3221499925165872,1.7663475145256318,0.0030012130737304688
Beacon Hill_Lyft_Lux Black XL.csv,TBATS,4.28364205531222,0.8266687193917054,1.3188692293274664,1.7761366492134372,9.450586795806885
Beacon Hill_Lyft_Lux Black XL.csv,ETS,4.330819022282226,0.8356164885282101,1.333144521362159,1.7576023677756167,0.0060002803802490234
Beacon Hill_Lyft_Lux Black.csv,ARIMA,4.45825322911775,0.8010228718802587,0.9776454129315382,1.314068446669553,0.11500310897827148
Beacon Hill_Lyft_Lux Black.csv,SES,4.470938833550819,0.8033363433374462,0.9804689961742468,1.3166997068371493,0.003000974655151367
Beacon Hill_Lyft_Lux Black.csv,TBATS,4.167049945191891,0.7482084267440662,0.9131855805890211,1.263059161172653,10.390229225158691
Beacon Hill_Lyft_Lux Black.csv,ETS,4.44019536827009,0.7977317502562895,0.9736286113244622,1.3108024448999658,0.0049991607666015625
Beacon Hill_Lyft_Lux.csv,ARIMA,5.038031220447153,0.9078053843543427,0.8526022034880606,1.1077229144137994,0.136000394821167
Beacon Hill_Lyft_Lux.csv,SES,5.097256069550029,0.9183128042303067,0.8624706725383877,1.0970766415230895,0.0029997825622558594
Beacon Hill_Lyft_Lux.csv,TBATS,5.023496410635209,0.9052743446368912,0.8502250750006043,1.1214407438126628,11.62475872039795
Beacon Hill_Lyft_Lux.csv,ETS,5.037708823957567,0.9077490088845183,0.8525492561817068,1.1079705172361467,0.0050029754638671875
Beacon Hill_Lyft_Lyft XL.csv,ARIMA,4.317984236039673,0.7349672558956476,0.6183407762490808,0.7202651052013079,0.060355424880981445
Beacon Hill_Lyft_Lyft XL.csv,SES,4.331856201125385,0.7373475503621334,0.6203433595156165,0.722692845352156,0.002996206283569336
Beacon Hill_Lyft_Lyft XL.csv,TBATS,4.273301737694459,0.7273155617341633,0.6119032724426466,0.7139358326331509,13.585255146026611
Beacon Hill_Lyft_Lyft XL.csv,ETS,4.329504823170301,0.7369438893902407,0.6200037524968012,0.7222598413992359,0.003999948501586914
Beacon Hill_Lyft_Lyft.csv,ARIMA,4.28946180337134,0.7288197952713455,0.39530162600828656,0.5018121389668312,0.08900237083435059
Beacon Hill_Lyft_Lyft.csv,SES,4.158654722458663,0.7066297491167437,0.38326605647103595,0.5027674807681645,0.0030019283294677734
Beacon Hill_Lyft_Lyft.csv,TBATS,4.131954812579453,0.7021148191368446,0.38081722182912947,0.501393772110204,14.083320379257202
Beacon Hill_Lyft_Lyft.csv,ETS,4.154213762569627,0.7058824563077931,0.3828607353417265,0.5032890899462947,0.005953550338745117
Beacon Hill_Lyft_Shared.csv,ARIMA,9.205422841330778,1.0733674755778415,0.550118295184127,0.6644839375541239,0.062006235122680664
Beacon Hill_Lyft_Shared.csv,SES,9.638231687094704,1.127108831343955,0.5776616143992191,0.6966000130102921,0.0019941329956054688
Beacon Hill_Lyft_Shared.csv,TBATS,6.931410353468516,0.7982471399367812,0.40911464689315646,0.5290932512827065,19.795191764831543
Beacon Hill_Lyft_Shared.csv,ETS,9.588770245946682,1.1209212272849545,0.574490366645155,0.6927581600777166,0.0030066967010498047
Beacon Hill_Uber_Black SUV.csv,ARIMA,2.0020906238713514,0.8070618548354009,0.5680557779588449,0.7298975377527296,0.09835219383239746
Beacon Hill_Uber_Black SUV.csv,SES,2.0090549429846267,0.8098589885750942,0.5700245588806993,0.7339360396928152,0.001999378204345703
Beacon Hill_Uber_Black SUV.csv,TBATS,2.000358018861786,0.806364453313671,0.567564907325321,0.7283989024127576,15.142236232757568
Beacon Hill_Uber_Black SUV.csv,ETS,2.0021350356363317,0.8070797110623977,0.5680683461812894,0.7299247794025508,0.003999948501586914
Beacon Hill_Uber_Black.csv,ARIMA,2.3035723797495526,0.6844035445950413,0.4474977359547774,0.5561715815194822,0.0859987735748291
Beacon Hill_Uber_Black.csv,SES,2.297299642209566,0.6825419959304773,0.4462805610594385,0.556066607253253,0.0020003318786621094
Beacon Hill_Uber_Black.csv,TBATS,2.2906053169503577,0.6805606896744466,0.444985082579222,0.5600219630409647,9.961062669754028
Beacon Hill_Uber_Black.csv,ETS,2.2967049013519985,0.6823655898361888,0.4461652178113999,0.5560796158608063,0.003998756408691406
Beacon Hill_Uber_UberPool.csv,ARIMA,3.2825241524818756,0.5943451305853346,0.28119035861599223,0.32966252323948586,0.10799741744995117
Beacon Hill_Uber_UberPool.csv,SES,3.33868095772936,0.6044680740135074,0.28597961984879483,0.3354800924994981,0.002001047134399414
Beacon Hill_Uber_UberPool.csv,TBATS,3.2931531419459383,0.5962642993185141,0.28209833567604803,0.33112581608473385,10.428088665008545
Beacon Hill_Uber_UberPool.csv,ETS,3.282287653986299,0.5943023685242995,0.28117012747644243,0.32959510261424946,0.005001068115234375
Beacon Hill_Uber_UberX.csv,ARIMA,3.8964817359630337,0.7059371726294263,0.3661110459668845,0.45330964548473934,0.10199880599975586
Beacon Hill_Uber_UberX.csv,SES,3.9418090761320608,0.714216036757312,0.3704046059645658,0.4576009310481885,0.005001068115234375
Beacon Hill_Uber_UberX.csv,TBATS,3.9612449832434726,0.7177758670698823,0.37225079461949284,0.46080191114127655,12.179046392440796
Beacon Hill_Uber_UberX.csv,ETS,3.873164031894098,0.7016848239341951,0.3639057054791067,0.45137046075192244,0.00403285026550293
Beacon Hill_Uber_UberXL.csv,ARIMA,4.243404040038993,0.8252984673249548,0.6460894535824381,0.8519131691355473,0.10200643539428711
Beacon Hill_Uber_UberXL.csv,SES,4.127907962449268,0.8031417766028727,0.6287439661393012,0.8091591231561586,0.0030040740966796875
Beacon Hill_Uber_UberXL.csv,TBATS,4.264193538463578,0.829262936281941,0.6491930599546467,0.8567517266689879,9.614307165145874
Beacon Hill_Uber_UberXL.csv,ETS,4.30887483585908,0.8377690440890204,0.6558521133308179,0.8654440393557903,0.003025531768798828
Beacon Hill_Uber_WAV.csv,ARIMA,3.589566419703205,0.6587426337486088,0.33900017184343734,0.39802595814460245,0.07999396324157715
Beacon Hill_Uber_WAV.csv,SES,3.587990592114529,0.6584529625717683,0.3388511021253166,0.39793848096775736,0.003006458282470703
Beacon Hill_Uber_WAV.csv,TBATS,3.5859756105748257,0.6580826336561959,0.33866052456196194,0.3978504472321803,13.63167691230774
Beacon Hill_Uber_WAV.csv,ETS,3.5853546735089004,0.6579685221216629,0.3386018008239888,0.3978238735750554,0.00500798225402832
Boston University_Lyft_Lux Black XL.csv,ARIMA,5.600206391155241,0.8075514537572128,2.02842301287851,2.623306924030142,0.12399816513061523
Boston University_Lyft_Lux Black XL.csv,SES,5.664215956107934,0.8168326948339156,2.0517358097293683,2.634143693430017,0.002997159957885742
Boston University_Lyft_Lux Black XL.csv,TBATS,5.552967458960507,0.8007348203954243,2.0113008642933323,2.6213623376573785,20.70792579650879
Boston University_Lyft_Lux Black XL.csv,ETS,5.6054513905518855,0.808310361487998,2.0303292516681424,2.6239492214053843,0.0030002593994140625
Boston University_Lyft_Lux Black.csv,ARIMA,6.707357498331193,0.8110733741089841,1.8392036759515689,2.5053009825547403,0.11017084121704102
Boston University_Lyft_Lux Black.csv,SES,6.59246231988161,0.7974891294639019,1.8083998134604506,2.5199098562768154,0.0019986629486083984
Boston University_Lyft_Lux Black.csv,TBATS,6.605689548729209,0.7990433034555708,1.8119240846420634,2.5161155866508262,10.308948040008545
Boston University_Lyft_Lux Black.csv,ETS,6.712098704095576,0.8116366850025524,1.8404810492438344,2.5051104024269395,0.003997802734375
Boston University_Lyft_Lux.csv,ARIMA,5.759040501142289,0.6992237895768187,1.2205163096257976,1.5423364133137842,0.06300234794616699
Boston University_Lyft_Lux.csv,SES,5.834677951727778,0.7081841674178949,1.2361569206268361,1.6759924310153627,0.0030090808868408203
Boston University_Lyft_Lux.csv,TBATS,5.762426738625132,0.6996291556494578,1.221223888387276,1.541235748494561,16.970017433166504
Boston University_Lyft_Lux.csv,ETS,5.800703759858323,0.7042314031641351,1.2292572508619681,1.5376369775298904,0.0039920806884765625
Boston University_Lyft_Lyft XL.csv,ARIMA,5.658028624803636,0.6984129514873381,1.0202860106046787,1.264037503687237,0.10704898834228516
Boston University_Lyft_Lyft XL.csv,SES,5.880028578207542,0.7255381998294644,1.0599122966847285,1.3103508255877023,0.0029914379119873047
Boston University_Lyft_Lyft XL.csv,TBATS,5.684074292105049,0.7016189651406727,1.0249695590316357,1.2661090385838436,9.449511051177979
Boston University_Lyft_Lyft XL.csv,ETS,5.657555589399781,0.6983546876911065,1.0202008951495698,1.2640832113740241,0.008001327514648438
Boston University_Lyft_Lyft.csv,ARIMA,5.896569457886717,0.76426288275355,0.6528470122281589,0.8493574296005348,0.09200239181518555
Boston University_Lyft_Lyft.csv,SES,5.775985856477822,0.7487802885332236,0.6396215035630463,0.8590015521994407,0.004032135009765625
Boston University_Lyft_Lyft.csv,TBATS,5.914467533701911,0.7665738467256832,0.6548210789512979,0.8495956197702503,21.496047496795654
Boston University_Lyft_Lyft.csv,ETS,5.897100291351898,0.7643313919017646,0.6529055339668584,0.8493629879743536,0.004003286361694336
Boston University_Lyft_Shared.csv,ARIMA,6.728395089191257,0.6337770811046933,0.4652969293905131,0.5772581687578974,0.0906982421875
Boston University_Lyft_Shared.csv,SES,7.460914084666973,0.7020776953070016,0.5154408475145741,0.6175238038491407,0.0029938220977783203
Boston University_Lyft_Shared.csv,TBATS,6.73993048786104,0.6348473113154146,0.4660826549170998,0.5769913404559824,9.314615726470947
Boston University_Lyft_Shared.csv,ETS,6.729432585734439,0.6338785493945471,0.46537142385411406,0.577417151981188,0.004003763198852539
Boston University_Uber_Black SUV.csv,ARIMA,3.436583459499656,0.7859963872234229,1.1584191989731631,1.3815240086563627,0.09200024604797363
Boston University_Uber_Black SUV.csv,SES,3.4302874917526496,0.7845591374101764,1.1563009477897614,1.378935090069604,0.0039975643157958984
Boston University_Uber_Black SUV.csv,TBATS,3.4338994106934697,0.7853840270624892,1.1575166887598303,1.3804814309057853,13.345025300979614
Boston University_Uber_Black SUV.csv,ETS,3.436491104971176,0.7859753228252828,1.1583881537882017,1.3814906094259016,0.003997802734375
Boston University_Uber_Black.csv,ARIMA,4.033784662645857,0.6910929667197532,0.9484145748129312,1.2864777037883557,0.059914588928222656
Boston University_Uber_Black.csv,SES,4.0590532913434885,0.6954985480026855,0.9544605305677528,1.30061055015022,0.003000974655151367
Boston University_Uber_Black.csv,TBATS,4.055667579027906,0.6948254250179685,0.9535367769194162,1.2730747060476693,13.834663152694702
Boston University_Uber_Black.csv,ETS,4.084596687828785,0.6998031818571362,0.96036795212085,1.2795601514087271,0.004998445510864258
Boston University_Uber_UberPool.csv,ARIMA,4.678048002465367,0.7066849507277648,0.41688024554795167,0.5112120892235398,0.09799861907958984
Boston University_Uber_UberPool.csv,SES,4.627012025466907,0.6989329720049311,0.41230727878230966,0.5082801273793158,0.002998828887939453
Boston University_Uber_UberPool.csv,TBATS,4.6538118126644346,0.703001147759156,0.4147071347656683,0.5097405110394395,13.99347996711731
Boston University_Uber_UberPool.csv,ETS,4.7785129623828695,0.7219977950836152,0.4259134396304497,0.518384934540524,0.004000186920166016
Boston University_Uber_UberX.csv,ARIMA,5.718362789185256,0.7491375698511795,0.6271087975134068,0.8530162864347915,0.07999849319458008
Boston University_Uber_UberX.csv,SES,5.715246339946702,0.7487482483794654,0.6267828935275457,0.8563460776307612,0.0029997825622558594
Boston University_Uber_UberX.csv,TBATS,5.715302065788416,0.7487482483794655,0.6267828935275458,0.8545781032279706,8.967079639434814
Boston University_Uber_UberX.csv,ETS,5.746559456058838,0.7527932693890271,0.6301690115962558,0.8521972424856056,0.003998756408691406
Boston University_Uber_UberXL.csv,ARIMA,4.248968023137921,0.6048406725426327,0.7682914798437,1.0024891096028894,0.15200042724609375
Boston University_Uber_UberXL.csv,SES,4.460531451898035,0.635418113716713,0.8071321011774313,1.039113625848315,0.0030002593994140625
Boston University_Uber_UberXL.csv,TBATS,4.364400858484146,0.6214896732369577,0.7894396697092882,1.0217746995692054,10.568122863769531
Boston University_Uber_UberXL.csv,ETS,4.246118204451143,0.6044309135165333,0.7677709884435139,1.0018728144741056,0.004508495330810547
Boston University_Uber_WAV.csv,ARIMA,5.045128488089534,0.6382359142963032,0.5452605778078966,0.6599422965109992,0.16887855529785156
Boston University_Uber_WAV.csv,SES,5.2494134217414095,0.6645544378137644,0.5677451372297899,0.6902906496820005,0.003998994827270508
Boston University_Uber_WAV.csv,TBATS,5.023314311107184,0.6354451690290426,0.542876375755245,0.6552931102705134,13.876168966293335
Boston University_Uber_WAV.csv,ETS,5.046011339846449,0.6383488247441444,0.5453570399696951,0.660039423517734,0.003999948501586914
Fenway_Lyft_Lux Black XL.csv,ARIMA,5.762807163451581,0.7349247201034886,2.0572098142156023,2.601777610338626,0.056005239486694336
Fenway_Lyft_Lux Black XL.csv,SES,5.805574975454495,0.7403795534330966,2.072479047041244,2.606264050513533,0.001999378204345703
Fenway_Lyft_Lux Black XL.csv,TBATS,5.707743739785442,0.7279259978033666,2.0376189094481685,2.5997803643889097,11.230597257614136
Fenway_Lyft_Lux Black XL.csv,ETS,5.879425149516989,0.7498283910347995,2.0989283430241246,2.618082785413079,0.004002094268798828
Fenway_Lyft_Lux Black.csv,ARIMA,6.080736490302879,0.6327869227277729,1.595941505188147,2.0489624824530717,0.0670008659362793
Fenway_Lyft_Lux Black.csv,SES,5.974503333698579,0.6218959618239569,1.5684735915611472,2.022080732321724,0.002999544143676758
Fenway_Lyft_Lux Black.csv,TBATS,5.93432849283965,0.6178276806952393,1.5582130465421293,1.95937473359355,21.30579113960266
Fenway_Lyft_Lux Black.csv,ETS,5.996336197817766,0.6241397453139632,1.5741326010503454,2.0295551212002305,0.0049610137939453125
Fenway_Lyft_Lux.csv,ARIMA,6.069497980966936,0.6249510675593511,1.2437910405334494,1.534717323963135,0.07300233840942383
Fenway_Lyft_Lux.csv,SES,6.152790381401024,0.6336287099444535,1.2610614708308079,1.5493783952844493,0.003999948501586914
Fenway_Lyft_Lux.csv,TBATS,6.16046520760731,0.6344295843827235,1.2626553883431062,1.5504472647953706,9.47248888015747
Fenway_Lyft_Lux.csv,ETS,6.100116481432036,0.6281363144182538,1.250130387260966,1.540069148630739,0.005997419357299805
Fenway_Lyft_Lyft XL.csv,ARIMA,6.603713781099274,0.7414464834787344,1.1819376026835673,1.5046744798072014,0.0980377197265625
Fenway_Lyft_Lyft XL.csv,SES,6.603971820513572,0.741475235991957,1.1819834369781612,1.5046360667220242,0.0030252933502197266
Fenway_Lyft_Lyft XL.csv,TBATS,6.600183120675819,0.7410512640657229,1.1813075846094951,1.504078144262195,17.844574689865112
Fenway_Lyft_Lyft XL.csv,ETS,6.603254497454607,0.7413953280693287,1.181856055999748,1.5047513731323638,0.004000186920166016
Fenway_Lyft_Lyft.csv,ARIMA,7.280089575779799,0.9984697369016226,0.8660220157639513,1.6996737578930283,0.06699872016906738
Fenway_Lyft_Lyft.csv,SES,7.337967715430459,1.0056358621703734,0.8722375494161967,1.6949938846356631,0.0020041465759277344
Fenway_Lyft_Lyft.csv,TBATS,7.23872284374949,0.993374688788401,0.8616028294087206,1.7039308152084855,11.129375696182251
Fenway_Lyft_Lyft.csv,ETS,7.340858603162008,1.005995932372158,0.8725498560494789,1.6948437627108741,0.004998922348022461
Fenway_Lyft_Shared.csv,ARIMA,7.339027175131919,0.656956220460826,0.49511530347307886,0.6465777225020981,0.07800936698913574
Fenway_Lyft_Shared.csv,SES,7.2707911399199885,0.6506882988907876,0.4903914820164251,0.6431938965269944,0.004003286361694336
Fenway_Lyft_Shared.csv,TBATS,7.3806600742325115,0.6607895743991334,0.4980043121153191,0.6489257074252827,19.58184027671814
Fenway_Lyft_Shared.csv,ETS,7.042274460478491,0.6298227340419436,0.47466614119382655,0.632502057081649,0.0029942989349365234
Fenway_Uber_Black SUV.csv,ARIMA,2.8434599344927913,0.6722617806516998,0.926608464813043,1.1975580177180782,0.05752372741699219
Fenway_Uber_Black SUV.csv,SES,2.829974071658005,0.6690977331705588,0.9222473167253835,1.1905746031934208,0.003000020980834961
Fenway_Uber_Black SUV.csv,TBATS,2.924604456639468,0.6912464469368227,0.9527758790372941,1.2291732364232817,16.95867156982422
Fenway_Uber_Black SUV.csv,ETS,2.8511556880927054,0.6740660741236403,0.9290954031638834,1.202045405006318,0.0070002079010009766
Fenway_Uber_Black.csv,ARIMA,4.019561667643194,0.6170830527111554,0.9054129778376427,1.1588579256166203,0.13799691200256348
Fenway_Uber_Black.csv,SES,4.029415739837072,0.61859091821235,0.9076253882864747,1.166213767307269,0.0029997825622558594
Fenway_Uber_Black.csv,TBATS,4.038939595011516,0.6200438056115317,0.909757132305009,1.172905892891774,12.769619464874268
Fenway_Uber_Black.csv,ETS,4.018914745692244,0.6169840030488261,0.9052676475626832,1.1585334995326346,0.00500035285949707
Fenway_Uber_UberPool.csv,ARIMA,4.714098926959214,0.760931863980372,0.44130383688164165,0.657384608094425,0.06372809410095215
Fenway_Uber_UberPool.csv,SES,4.954986677853953,0.7992037322557628,0.4634996774214385,0.6564821405471553,0.0029976367950439453
Fenway_Uber_UberPool.csv,TBATS,4.724345350482077,0.7625584689872875,0.4422471894531686,0.6580749210155149,23.86600685119629
Fenway_Uber_UberPool.csv,ETS,4.707205698307132,0.7598509459377758,0.44067695647075034,0.6584493462066154,0.00500035285949707
Fenway_Uber_UberX.csv,ARIMA,5.3957994709388934,0.7627176522205207,0.5817532218292955,0.7746635526573639,0.07200765609741211
Fenway_Uber_UberX.csv,SES,5.4056579563094935,0.7641047093796773,0.5828111820965733,0.779814443474908,0.0029969215393066406
Fenway_Uber_UberX.csv,TBATS,5.401948899702099,0.7635868393970439,0.5824161833312916,0.7787757473517126,17.598551750183105
Fenway_Uber_UberX.csv,ETS,5.43010836256592,0.7674891190368034,0.5853925976653506,0.7693339070099398,0.004982709884643555
Fenway_Uber_UberXL.csv,ARIMA,6.574318489442535,0.8583966250982357,1.1748788793452034,1.4333363164293142,0.07399439811706543
Fenway_Uber_UberXL.csv,SES,6.62899350072139,0.8654353886516682,1.1845127646539746,1.4468890506389793,0.005001068115234375
Fenway_Uber_UberXL.csv,TBATS,6.6298091734286215,0.8655402655492851,1.1846563086152841,1.4471047212004489,12.87273097038269
Fenway_Uber_UberXL.csv,ETS,6.521772784656921,0.8516145627310491,1.1655963383837946,1.4213078181245065,0.00500035285949707
Fenway_Uber_WAV.csv,ARIMA,5.822054008321925,0.7891278188043801,0.6240651220101159,0.8277774186518069,0.08351969718933105
Fenway_Uber_WAV.csv,SES,5.777937797875396,0.783230427905745,0.6194012945755766,0.8282737622094775,0.004002094268798828
Fenway_Uber_WAV.csv,TBATS,5.782690115524169,0.7838650416075751,0.61990316546116,0.8281919775319248,24.48650813102722
Fenway_Uber_WAV.csv,ETS,5.866156572447996,0.7950373078366901,0.6287385169989703,0.8278589441802587,0.004001140594482422
Financial District_Lyft_Lux Black XL.csv,ARIMA,6.73539347723157,0.8048746188790226,2.4109969216218543,3.1333028502550193,0.1119999885559082
Financial District_Lyft_Lux Black XL.csv,SES,6.74179298940855,0.8056290332654813,2.4132567652306793,3.141536009584053,0.006999015808105469
Financial District_Lyft_Lux Black XL.csv,TBATS,6.7348460848584,0.8048101711154176,2.410803868746273,3.133474555841584,16.043537616729736
Financial District_Lyft_Lux Black XL.csv,ETS,6.705744821300944,0.801344123046336,2.400421343283627,3.0810675641100427,0.007002115249633789
Financial District_Lyft_Lux Black.csv,ARIMA,7.905319780324375,0.7026774508269694,2.000486319473627,2.475879588603961,0.1009986400604248
Financial District_Lyft_Lux Black.csv,SES,7.849651581345718,0.6977570524670486,1.9864782001099024,2.4625429088726385,0.004000663757324219
Financial District_Lyft_Lux Black.csv,TBATS,7.950753395450176,0.7066813262312833,2.011885145438201,2.4887637683321695,19.148859977722168
Financial District_Lyft_Lux Black.csv,ETS,7.915645074140178,0.7035882662185204,2.003079363733436,2.4785060809564126,0.005000114440917969
Financial District_Lyft_Lux.csv,ARIMA,9.021630960816966,0.7400215519423077,1.7804193974284452,2.374903307909316,0.08499598503112793
Financial District_Lyft_Lux.csv,SES,9.0220437508353,0.7399828272141502,1.7803262295240907,2.3448757167180476,0.0029997825622558594
Financial District_Lyft_Lux.csv,TBATS,9.061841626236989,0.7432763318513178,1.7882500792094724,2.4094549957450857,13.362340211868286
Financial District_Lyft_Lux.csv,ETS,9.0217487966017,0.7399828272141502,1.7803262295240907,2.354718302649275,0.006016731262207031
Financial District_Lyft_Lyft XL.csv,ARIMA,10.054128028935864,0.740770882993335,1.670931732281976,2.0648028996422685,0.12296223640441895
Financial District_Lyft_Lyft XL.csv,SES,10.221134614594174,0.7528811276350723,1.6982483999887419,2.1113501369396377,0.003998994827270508
Financial District_Lyft_Lyft XL.csv,TBATS,10.113631267989636,0.7451103360007119,1.6807200891103011,2.083917164891545,9.607446193695068
Financial District_Lyft_Lyft XL.csv,ETS,10.054026861390957,0.7407634516792593,1.6709149697191015,2.06475324071862,0.0049631595611572266
